Gene ID	source_id	Organism	Genomic Location (Gene)	Product Description	Score	Ortholog count	Ortholog Group
TGVEG_254720	TGVEG_254720-t26_1	Toxoplasma gondii VEG	TGVEG_chrIII:1,913,470..1,914,204(+)	dense granule protein GRA8	5.589	15	OG6_490522
TGVEG_254730	TGVEG_254730-t26_1	Toxoplasma gondii VEG	TGVEG_chrIII:1,915,062..1,922,357(-)	POPLD (NUC188) domain-containing protein	5.589	27	OG6_103108
TGVEG_254750	TGVEG_254750-t26_1	Toxoplasma gondii VEG	TGVEG_chrIII:1,927,008..1,929,700(+)	c3orf15 protein	5.589	35	OG6_105032
TGVEG_254760	TGVEG_254760-t26_1	Toxoplasma gondii VEG	TGVEG_chrIII:1,930,037..1,931,921(-)	hypothetical protein	5.589	27	OG6_105920
TGVEG_254770	TGVEG_254770-t26_1	Toxoplasma gondii VEG	TGVEG_chrIII:1,933,282..1,934,544(-)	Ser/Thr phosphatase family protein	5.589	29	OG6_105286
TGVEG_254780	TGVEG_254780-t26_1	Toxoplasma gondii VEG	TGVEG_chrIII:1,934,945..1,935,934(-)	hypothetical protein	5.589	23	OG6_130603
TGVEG_254790	TGVEG_254790-t26_1	Toxoplasma gondii VEG	TGVEG_chrIII:1,936,800..1,942,629(-)	putative toxoplasma gondii family D protein	20.05	19	OG6_492306
TGVEG_254800	TGVEG_254800-t26_1	Toxoplasma gondii VEG	TGVEG_chrIII:1,945,390..1,946,348(+)	hypothetical protein	5.589	23	OG6_103491
TGVEG_254810	TGVEG_254810-t26_1	Toxoplasma gondii VEG	TGVEG_chrIII:1,947,644..1,953,271(-)	hypothetical protein	5.589	22	OG6_160744
TGVEG_254820	TGVEG_254820-t26_1	Toxoplasma gondii VEG	TGVEG_chrIII:1,955,383..1,957,092(+)	hypothetical protein	5.589	18	OG6_492128
TGVEG_254830	TGVEG_254830-t26_1	Toxoplasma gondii VEG	TGVEG_chrIII:1,959,594..1,965,517(-)	hypothetical protein	5.589	20	OG6_489384
TGVEG_254835	TGVEG_254835-t26_1	Toxoplasma gondii VEG	TGVEG_chrIII:1,966,914..1,972,686(+)	RNA recognition motif (A.K.A RRM, RBD, or RNP domain) protein	5.589	30	OG6_222470
TGVEG_254840	TGVEG_254840-t26_1	Toxoplasma gondii VEG	TGVEG_chrIII:1,974,271..1,982,326(-)	tetratricopeptide repeat-containing protein	5.589	24	OG6_114916
TGVEG_254850	TGVEG_254850-t26_1	Toxoplasma gondii VEG	TGVEG_chrIII:1,986,396..1,988,524(+)	putative myosin heavy chain	5.589	17	OG6_490048
TGVEG_254860	TGVEG_254860-t26_1	Toxoplasma gondii VEG	TGVEG_chrIII:1,993,577..1,999,468(-)	hypothetical protein	5.589	17	OG6_490465
TGVEG_254870	TGVEG_254870-t26_1	Toxoplasma gondii VEG	TGVEG_chrIII:2,005,076..2,010,506(-)	hypothetical protein	5.589	31	OG6_222991
TGVEG_254880	TGVEG_254880-t26_1	Toxoplasma gondii VEG	TGVEG_chrIII:2,012,031..2,019,748(+)	Alpha-galactosidase	5.589	20	OG6_490015
TGVEG_254890	TGVEG_254890-t26_1	Toxoplasma gondii VEG	TGVEG_chrIII:2,022,001..2,023,370(-)	CRAL/TRIO domain protein	5.589	44	OG6_163320
TGVEG_254900	TGVEG_254900-t26_1	Toxoplasma gondii VEG	TGVEG_chrIII:2,026,320..2,027,239(+)	putative proteasome subunit beta type 2	5.589	27	OG6_102061
TGVEG_254910	TGVEG_254910-t26_1	Toxoplasma gondii VEG	TGVEG_chrIII:2,031,312..2,034,209(-)	hypothetical protein	5.589	26	OG6_491884
TGVEG_254915	TGVEG_254915-t26_1	Toxoplasma gondii VEG	TGVEG_chrIII:2,034,962..2,037,987(-)	hypothetical protein	5.589	15	OG6_489703
TGVEG_254920	TGVEG_254920-t26_1	Toxoplasma gondii VEG	TGVEG_chrIII:2,039,336..2,040,812(-)	putative transmembrane protein	5.589	27	OG6_491977
TGVEG_254930	TGVEG_254930-t26_1	Toxoplasma gondii VEG	TGVEG_chrIII:2,045,936..2,052,187(+)	putative transmembrane protein	5.589	27	OG6_115770
TGVEG_254940	TGVEG_254940-t26_1	Toxoplasma gondii VEG	TGVEG_chrIII:2,056,710..2,072,447(+)	MIF4G domain-containing protein	5.589	34	OG6_144416
TGVEG_254950	TGVEG_254950-t26_1	Toxoplasma gondii VEG	TGVEG_chrIII:2,075,438..2,080,348(+)	RNA cap guanine-N2 methyltransferase	5.589	58	OG6_102135
TGVEG_254960	TGVEG_254960-t26_1	Toxoplasma gondii VEG	TGVEG_chrIII:2,083,066..2,087,463(-)	hypothetical protein	5.589	17	OG6_490647
TGVEG_255170	TGVEG_255170-t26_1	Toxoplasma gondii VEG	TGVEG_chrVIIb:5,078,422..5,082,570(-)	hypothetical protein	5.589	19	OG6_489600
TGVEG_255175	TGVEG_255175-t26_1	Toxoplasma gondii VEG	TGVEG_chrVIIb:5,073,430..5,074,575(+)	hypothetical protein	5.589	13	OG6_491051
TGVEG_255180	TGVEG_255180-t26_1	Toxoplasma gondii VEG	TGVEG_chrVIIb:5,049,171..5,068,535(-)	ubiquitin carboxyl-terminal hydrolase	5.589	37	OG6_104835
TGVEG_255190	TGVEG_255190-t26_1	Toxoplasma gondii VEG	TGVEG_chrVIIb:5,038,875..5,046,854(+)	myosin C	5.589	205	OG6_100187
TGVEG_255195	TGVEG_255195-t26_1	Toxoplasma gondii VEG	TGVEG_chrVIIb:5,036,037..5,037,097(+)	hypothetical protein	5.589	13	OG6_491698
TGVEG_255200	TGVEG_255200-t26_1	Toxoplasma gondii VEG	TGVEG_chrVIIb:5,029,999..5,033,567(-)	putative Radial spoke head protein 9	5.589	30	OG6_104080
TGVEG_255210	TGVEG_255210-t26_1	Toxoplasma gondii VEG	TGVEG_chrVIIb:5,021,313..5,029,581(+)	ATPase, AAA family protein	5.589	34	OG6_103617
TGVEG_255215	TGVEG_255215-t26_1	Toxoplasma gondii VEG	TGVEG_chrVIIb:5,019,668..5,020,731(+)	hypothetical protein	5.589	12	OG6_489616
TGVEG_255220	TGVEG_255220-t26_1	Toxoplasma gondii VEG	TGVEG_chrVIIb:5,007,724..5,015,126(-)	AP2 domain transcription factor AP2VIIb-3	5.589	17	OG6_491655
TGVEG_255240	TGVEG_255240-t26_1	Toxoplasma gondii VEG	TGVEG_chrVIIb:4,990,190..5,004,595(-)	condensin complex subunit 1	5.589	36	OG6_223047
TGVEG_255245	TGVEG_255245-t26_1	Toxoplasma gondii VEG	TGVEG_chrVIIb:4,986,608..4,986,877(+)	putative transmembrane protein	5.589	24	OG6_145313
TGVEG_255250	TGVEG_255250-t26_1	Toxoplasma gondii VEG	TGVEG_chrVIIb:4,976,216..4,985,467(-)	putative tRNA (cytosine(34)-C(5))-methyltransferase	5.589	82	OG6_101428
TGVEG_255260	TGVEG_255260-t26_1	Toxoplasma gondii VEG	TGVEG_chrVIIb:4,969,545..4,974,009(+)	apical membrane antigen AMA1	5.589	29	OG6_223048
TGVEG_255270	TGVEG_255270-t26_1	Toxoplasma gondii VEG	TGVEG_chrVIIb:4,963,964..4,964,917(-)	UNC-50 family protein	5.589	24	OG6_103592
TGVEG_255280	TGVEG_255280-t26_1	Toxoplasma gondii VEG	TGVEG_chrVIIb:4,958,417..4,960,356(-)	hypothetical protein	5.589	21	OG6_131584
TGVEG_255290	TGVEG_255290-t26_1	Toxoplasma gondii VEG	TGVEG_chrVIIb:4,949,406..4,957,809(-)	hypothetical protein	5.589	16	OG6_489362
TGVEG_255300	TGVEG_255300-t26_1	Toxoplasma gondii VEG	TGVEG_chrVIIb:4,938,036..4,947,392(+)	hypothetical protein	5.589	22	OG6_489604
TGVEG_255310	TGVEG_255310-t26_1	Toxoplasma gondii VEG	TGVEG_chrVIIb:4,929,812..4,932,445(+)	zinc finger (CCCH type) motif-containing protein	5.589	19	OG6_156387
TGVEG_255320	TGVEG_255320-t26_1	Toxoplasma gondii VEG	TGVEG_chrVIIb:4,922,664..4,925,167(-)	mRNA turnover 4 (MRT4) family protein	5.589	27	OG6_102229
TGVEG_255330	TGVEG_255330-t26_1	Toxoplasma gondii VEG	TGVEG_chrVIIb:4,919,834..4,921,469(+)	putative CD8+ T cell target antigen Tp2	5.589	28	OG6_133072
TGVEG_255340	TGVEG_255340-t26_1	Toxoplasma gondii VEG	TGVEG_chrVIIb:4,909,564..4,917,513(+)	tetratricopeptide repeat-containing protein	5.589	29	OG6_223049
TGVEG_255350	TGVEG_255350-t26_1	Toxoplasma gondii VEG	TGVEG_chrVIIb:4,900,561..4,907,484(-)	putative ATPase	5.589	32	OG6_109524
TGVEG_255360	TGVEG_255360-t26_1	Toxoplasma gondii VEG	TGVEG_chrVIIb:4,899,294..4,900,450(+)	hypothetical protein	5.589	23	OG6_171400
TGVEG_255370	TGVEG_255370-t26_1	Toxoplasma gondii VEG	TGVEG_chrVIIb:4,893,570..4,895,188(-)	TIC20	5.589	24	OG6_127492
TGVEG_255380	TGVEG_255380-t26_1	Toxoplasma gondii VEG	TGVEG_chrVIIb:4,891,569..4,892,421(-)	hypothetical protein	5.589	17	OG6_491886
TGVEG_255390	TGVEG_255390-t26_1	Toxoplasma gondii VEG	TGVEG_chrVIIb:4,874,110..4,890,152(+)	HEAT repeat-containing protein	5.589	21	OG6_491255
TGVEG_255400	TGVEG_255400-t26_1	Toxoplasma gondii VEG	TGVEG_chrVIIb:4,868,376..4,870,739(+)	putative transmembrane protein	5.589	20	OG6_156385
TGVEG_255410	TGVEG_255410-t26_1	Toxoplasma gondii VEG	TGVEG_chrVIIb:4,862,695..4,864,385(-)	putative transmembrane protein	5.589	25	OG6_146149
TGVEG_255420	TGVEG_255420-t26_1	Toxoplasma gondii VEG	TGVEG_chrVIIb:4,857,618..4,859,349(-)	hypothetical protein	5.589	30	OG6_223050
TGVEG_255430	TGVEG_255430-t26_1	Toxoplasma gondii VEG	TGVEG_chrVIIb:4,848,973..4,855,096(-)	Rad9 protein	5.589	21	OG6_171346
TGVEG_255440	TGVEG_255440-t26_1	Toxoplasma gondii VEG	TGVEG_chrVIIb:4,845,504..4,847,912(+)	hypothetical protein	5.589	17	OG6_491849
TGVEG_255450	TGVEG_255450-t26_1	Toxoplasma gondii VEG	TGVEG_chrVIIb:4,836,722..4,841,856(+)	hypothetical protein	5.589	23	OG6_490729
TGVEG_255470	TGVEG_255470-t26_1	Toxoplasma gondii VEG	TGVEG_chrVIIb:4,817,776..4,827,215(+)	GTPase protein HflX	5.589	30	OG6_101542
TGVEG_255480	TGVEG_255480-t26_1	Toxoplasma gondii VEG	TGVEG_chrVIIb:4,813,271..4,815,412(+)	thioredoxin domain-containing protein	5.589	28	OG6_162048
TGVEG_255490	TGVEG_255490-t26_1	Toxoplasma gondii VEG	TGVEG_chrVIIb:4,810,374..4,811,291(-)	hypothetical protein	5.589	19	OG6_490993
TGVEG_255500	TGVEG_255500-t26_1	Toxoplasma gondii VEG	TGVEG_chrVIIb:4,805,316..4,808,813(+)	putative tetratricopeptide repeat protein 26	5.589	26	OG6_103950
TGVEG_255510	TGVEG_255510-t26_1	Toxoplasma gondii VEG	TGVEG_chrVIIb:4,797,705..4,803,181(-)	ankyrin repeat-containing protein	5.589	28	OG6_122785
TGVEG_255620	TGVEG_255620-t26_1	Toxoplasma gondii VEG	TGVEG_chrVIIb:4,791,405..4,796,292(+)	B9-C2 domain-containing protein	5.589	27	OG6_104502
TGVEG_255635	TGVEG_255635-t26_1	Toxoplasma gondii VEG	TGVEG_chrVIIb:4,781,487..4,786,799(-)	RNA polymerase III transcription factor (TF)IIIC subunit	5.589	29	OG6_103019
TGVEG_255650	TGVEG_255650-t26_1	Toxoplasma gondii VEG	TGVEG_chrVIIb:4,774,414..4,779,987(+)	DHHC zinc finger domain-containing protein	5.589	25	OG6_103790
TGVEG_255660	TGVEG_255660-t26_1	Toxoplasma gondii VEG	TGVEG_chrVIIb:4,771,335..4,772,101(-)	EF hand domain-containing protein	5.589	21	OG6_127054
TGVEG_255670A	TGVEG_255670A-t26_1	Toxoplasma gondii VEG	TGVEG_chrVIIb:4,762,468..4,763,274(+)	methyltransferase domain-containing protein	5.589	57	OG6_100787
TGVEG_255670B	TGVEG_255670B-t26_1	Toxoplasma gondii VEG	TGVEG_chrVIIb:4,766,948..4,769,903(+)	methyltransferase domain-containing protein	5.589	57	OG6_100787
TGVEG_255680	TGVEG_255680-t26_1	Toxoplasma gondii VEG	TGVEG_chrVIIb:4,759,020..4,760,971(-)	YbaK/proline-tRNA ligase associated domain-containing protein	5.589	30	OG6_108392
TGVEG_255690	TGVEG_255690-t26_1	Toxoplasma gondii VEG	TGVEG_chrVIIb:4,754,365..4,756,874(-)	2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase domain-containing protein	5.589	31	OG6_105913
TGVEG_255700	TGVEG_255700-t26_1	Toxoplasma gondii VEG	TGVEG_chrVIIb:4,733,014..4,747,177(-)	hypothetical protein	5.589	16	OG6_490655
TGVEG_255710	TGVEG_255710-t26_1	Toxoplasma gondii VEG	TGVEG_chrVIIb:4,725,670..4,730,892(-)	ULK kinase	5.589	22	OG6_491503
TGVEG_255715	TGVEG_255715-t26_1	Toxoplasma gondii VEG	TGVEG_chrVIIb:4,723,022..4,724,995(+)	hypothetical protein	5.589	16	OG6_134351
TGVEG_255720	TGVEG_255720-t26_1	Toxoplasma gondii VEG	TGVEG_chrVIIb:4,720,836..4,722,212(-)	tRNA intron endonuclease, catalytic carboxy-terminal domain protein	5.589	19	OG6_102602
TGVEG_255730	TGVEG_255730-t26_1	Toxoplasma gondii VEG	TGVEG_chrVIIb:4,716,996..4,718,898(+)	hypothetical protein	5.589	18	OG6_224212
TGVEG_255740	TGVEG_255740-t26_1	Toxoplasma gondii VEG	TGVEG_chrVIIb:4,704,210..4,713,113(-)	Rtr1/RPAP2 family protein	5.589	20	OG6_156362
TGVEG_255870	TGVEG_255870-t26_1	Toxoplasma gondii VEG	TGVEG_chrVIIb:4,689,955..4,692,492(+)	WD domain, G-beta repeat-containing protein	5.589	54	OG6_102214
TGVEG_255880	TGVEG_255880-t26_1	Toxoplasma gondii VEG	TGVEG_chrVIIb:4,674,797..4,687,725(+)	hypothetical protein	5.589	34	OG6_134686
TGVEG_255890	TGVEG_255890-t26_1	Toxoplasma gondii VEG	TGVEG_chrVIIb:4,663,039..4,672,854(-)	pyridine nucleotide-disulfide oxidoreductase domain-containing protein	5.589	55	OG6_100481
TGVEG_255895	TGVEG_255895-t26_1	Toxoplasma gondii VEG	TGVEG_chrVIIb:4,657,795..4,659,834(-)	Bax inhibitor 1, related protein	5.589	20	OG6_491564
TGVEG_255900	TGVEG_255900-t26_1	Toxoplasma gondii VEG	TGVEG_chrVIIb:4,654,210..4,655,932(-)	putative Bax inhibitor-1	5.589	27	OG6_103839
TGVEG_255910	TGVEG_255910-t26_1	Toxoplasma gondii VEG	TGVEG_chrVIIb:4,648,637..4,652,613(-)	putative PfMNL-2 CISD1 family iron-sulfur protein	5.589	28	OG6_151815
TGVEG_255920	TGVEG_255920-t26_1	Toxoplasma gondii VEG	TGVEG_chrVIIb:4,642,998..4,646,750(+)	putative GINS complex subunit Psf3	5.589	27	OG6_136404
TGVEG_255930	TGVEG_255930-t26_1	Toxoplasma gondii VEG	TGVEG_chrVIIb:4,638,574..4,640,099(+)	hypothetical protein	5.589	19	OG6_490364
TGVEG_255940	TGVEG_255940-t26_1	Toxoplasma gondii VEG	TGVEG_chrVIIb:4,637,363..4,638,325(+)	CSL zinc finger protein	5.589	25	OG6_103160
TGVEG_255960	TGVEG_255960-t26_1	Toxoplasma gondii VEG	TGVEG_chrVIIb:4,624,145..4,634,301(-)	hypothetical protein	5.589	18	OG6_489618
TGVEG_255970	TGVEG_255970-t26_1	Toxoplasma gondii VEG	TGVEG_chrVIIb:4,607,581..4,622,338(+)	histone lysine methyltransferase SET/SUV39	5.589	40	OG6_100876
TGVEG_255980	TGVEG_255980-t26_1	Toxoplasma gondii VEG	TGVEG_chrVIIb:4,596,168..4,603,655(+)	putative acyltransferase, WS/DGAT/MGAT protein	5.589	27	OG6_141850
TGVEG_255990	TGVEG_255990-t26_1	Toxoplasma gondii VEG	TGVEG_chrVIIb:4,595,457..4,595,918(-)	hypothetical protein	5.589	14	OG6_492125
TGVEG_256000	TGVEG_256000-t26_1	Toxoplasma gondii VEG	TGVEG_chrVIIb:4,592,595..4,593,266(-)	endoplasmic reticulum retention receptor	5.589	45	OG6_101087
TGVEG_256010	TGVEG_256010-t26_1	Toxoplasma gondii VEG	TGVEG_chrVIIb:4,588,014..4,590,044(-)	hypothetical protein	5.589	23	OG6_146168
TGVEG_256020	TGVEG_256020-t26_1	Toxoplasma gondii VEG	TGVEG_chrVIIb:4,580,474..4,585,186(-)	putative EFHC1	5.589	62	OG6_101134
TGVEG_256025	TGVEG_256025-t26_1	Toxoplasma gondii VEG	TGVEG_chrVIIb:4,577,876..4,579,752(+)	SPEF1 family protein	5.589	33	OG6_103412
TGVEG_256030	TGVEG_256030-t26_1	Toxoplasma gondii VEG	TGVEG_chrVIIb:4,575,190..4,576,748(-)	doublecortin	5.589	28	OG6_119680
TGVEG_256035	TGVEG_256035-t26_1	Toxoplasma gondii VEG	TGVEG_chrVIIb:4,571,841..4,572,538(+)	hypothetical protein	5.589	16	OG6_182188
TGVEG_256040	TGVEG_256040-t26_1	Toxoplasma gondii VEG	TGVEG_chrVIIb:4,566,522..4,570,610(-)	PA14 domain-containing protein	5.589	83	OG6_119366
TGVEG_256050	TGVEG_256050-t26_1	Toxoplasma gondii VEG	TGVEG_chrVIIb:4,564,659..4,565,435(+)	signal recognition particle 14kd protein	5.589	28	OG6_103910
TGVEG_256060	TGVEG_256060-t26_1	Toxoplasma gondii VEG	TGVEG_chrVIIb:4,558,311..4,562,015(+)	nucleosome assembly protein (nap) protein	5.589	68	OG6_100833
TGVEG_256070	TGVEG_256070-t26_1	Toxoplasma gondii VEG	TGVEG_chrVIIb:4,549,228..4,555,167(+)	CMGC kinase	5.589	30	OG6_146112
TGVEG_256080	TGVEG_256080-t26_1	Toxoplasma gondii VEG	TGVEG_chrVIIb:4,544,845..4,548,149(-)	glycosyltransferase, group 2 family protein	5.589	19	OG6_120784
TGVEG_256090	TGVEG_256090-t26_1	Toxoplasma gondii VEG	TGVEG_chrVIIb:4,540,131..4,541,234(+)	glycerophosphodiester phosphodiesterase family protein	5.589	28	OG6_103957
TGVEG_256100	TGVEG_256100-t26_1	Toxoplasma gondii VEG	TGVEG_chrVIIb:4,533,362..4,538,967(-)	tetratricopeptide repeat-containing protein	5.589	21	OG6_222986
TGVEG_256220	TGVEG_256220-t26_1	Toxoplasma gondii VEG	KI545641:1..969(-)	hypothetical protein	5.589	12	OG6_491819
TGVEG_256700	TGVEG_256700-t26_1	Toxoplasma gondii VEG	TGVEG_chrVIIb:4,506,020..4,507,695(+)	hypothetical protein	5.589	47	OG6_182189
TGVEG_256760	TGVEG_256760-t26_1	Toxoplasma gondii VEG	TGVEG_chrVIIb:4,498,479..4,502,022(-)	pyruvate kinase PyK1	5.589	35	OG6_100258
TGVEG_256770	TGVEG_256770-t26_1	Toxoplasma gondii VEG	TGVEG_chrVIIb:4,493,401..4,496,420(+)	putative eukaryotic translation initiation factor 4A, isoform 3	5.589	41	OG6_101114
TGVEG_256780	TGVEG_256780-t26_1	Toxoplasma gondii VEG	TGVEG_chrVIIb:4,485,216..4,490,615(+)	putative PPPDE peptidase domain protein	5.589	55	OG6_101256
TGVEG_256788	TGVEG_256788-t26_1	Toxoplasma gondii VEG	TGVEG_chrVIIb:4,480,778..4,482,337(-)	intraflagellar transport 52 (Protein NGD5 ) family protein	5.589	31	OG6_104610
TGVEG_256792	TGVEG_256792-t26_1	Toxoplasma gondii VEG	TGVEG_chrVIIb:4,478,145..4,479,324(-)	hypothetical protein	5.589	17	OG6_490750
TGVEG_256800	TGVEG_256800-t26_1	Toxoplasma gondii VEG	TGVEG_chrVIIb:4,469,596..4,476,419(+)	chaperone dnaJ, related protein	5.589	29	OG6_223000
TGVEG_256810	TGVEG_256810-t26_1	Toxoplasma gondii VEG	TGVEG_chrVIIb:4,459,503..4,465,693(+)	DnaJ domain-containing protein	5.589	28	OG6_139454
TGVEG_256820	TGVEG_256820-t26_1	Toxoplasma gondii VEG	TGVEG_chrVIIb:4,445,853..4,455,962(+)	zinc finger (CCCH type) motif-containing protein	5.589	30	OG6_129590
TGVEG_256830	TGVEG_256830-t26_1	Toxoplasma gondii VEG	TGVEG_chrVIIb:4,431,853..4,444,961(-)	SacI domain-containing protein	5.589	30	OG6_101803
TGVEG_256840	TGVEG_256840-t26_1	Toxoplasma gondii VEG	TGVEG_chrVIIb:4,422,102..4,428,631(-)	hypothetical protein	5.589	32	OG6_146118
TGVEG_256850	TGVEG_256850-t26_1	Toxoplasma gondii VEG	TGVEG_chrVIIb:4,417,417..4,419,966(+)	hypothetical protein	5.589	19	OG6_491943
TGVEG_256865	TGVEG_256865-t26_1	Toxoplasma gondii VEG	TGVEG_chrVIIb:4,409,809..4,415,235(-)	WD repeat domain 35 family protein	5.589	34	OG6_103988
TGVEG_256880	TGVEG_256880-t26_1	Toxoplasma gondii VEG	TGVEG_chrVIIb:4,398,055..4,405,971(+)	protein kinase domain-containing protein	5.589	12	OG6_101713
TGVEG_256900	TGVEG_256900-t26_1	Toxoplasma gondii VEG	TGVEG_chrVIIb:4,384,014..4,396,627(-)	DEAD/DEAH box helicase domain-containing protein	5.589	38	OG6_134689
TGVEG_256910	TGVEG_256910-t26_1	Toxoplasma gondii VEG	TGVEG_chrVIIb:4,372,651..4,382,284(+)	Bro1-like domain protein	5.589	37	OG6_160667
TGVEG_256920	TGVEG_256920-t26_1	Toxoplasma gondii VEG	TGVEG_chrVIIb:4,353,057..4,368,273(+)	phosphatidylinositol-4-phosphate 5-Kinase	5.589	26	OG6_101979
TGVEG_256950	TGVEG_256950-t26_1	Toxoplasma gondii VEG	TGVEG_chrVIIb:4,350,729..4,351,301(-)	hypothetical protein	5.589	14	OG6_490996
TGVEG_256960	TGVEG_256960-t26_1	Toxoplasma gondii VEG	TGVEG_chrVIIb:4,347,355..4,350,328(+)	FYVE zinc finger domain-containing protein	5.589	18	OG6_490389
TGVEG_256965	TGVEG_256965-t26_1	Toxoplasma gondii VEG	TGVEG_chrVIIb:4,344,287..4,345,104(-)	hypothetical protein	5.589	3	OG6_491131
TGVEG_256970	TGVEG_256970-t26_1	Toxoplasma gondii VEG	TGVEG_chrVIIb:4,332,808..4,342,449(-)	putative vacuolar ATP synthase subunit A	5.589	37	OG6_100902
TGVEG_256975	TGVEG_256975-t26_1	Toxoplasma gondii VEG	TGVEG_chrVIIb:4,329,388..4,330,269(-)	hypothetical protein	5.589	13	OG6_491949
TGVEG_256980	TGVEG_256980-t26_1	Toxoplasma gondii VEG	TGVEG_chrVIIb:4,317,179..4,328,550(-)	glycerol-3-phosphate-acyltransferase	5.589	34	OG6_105381
TGVEG_256990	TGVEG_256990-t26_1	Toxoplasma gondii VEG	TGVEG_chrVIIb:4,311,662..4,314,967(+)	glycyl-tRNA synthetase	5.589	61	OG6_100673
TGVEG_257000	TGVEG_257000-t26_1	Toxoplasma gondii VEG	TGVEG_chrVIIb:4,305,067..4,307,870(-)	putative solute carrier family 13 protein	5.589	30	OG6_101290
TGVEG_257010	TGVEG_257010-t26_1	Toxoplasma gondii VEG	TGVEG_chrVIIb:4,300,602..4,304,129(+)	sporozoite developmental protein	5.589	95	OG6_100422
TGVEG_257020	TGVEG_257020-t26_1	Toxoplasma gondii VEG	TGVEG_chrVIIb:4,294,854..4,299,186(-)	putative c5orf44-like protein	5.589	31	OG6_103469
TGVEG_257030	TGVEG_257030-t26_1	Toxoplasma gondii VEG	TGVEG_chrVIIb:4,289,177..4,292,358(-)	putative C4orf27-like protein	5.589	28	OG6_106869
TGVEG_257040	TGVEG_257040-t26_1	Toxoplasma gondii VEG	TGVEG_chrVIIb:4,285,796..4,287,740(+)	TB2/DP1, HVA22 family protein	5.589	29	OG6_100903
TGVEG_257050	TGVEG_257050-t26_1	Toxoplasma gondii VEG	TGVEG_chrVIIb:4,273,443..4,283,251(+)	3-methyl-2-oxobutanoate hydroxymethyltransferase	5.589	36	OG6_102860
TGVEG_257060	TGVEG_257060-t26_1	Toxoplasma gondii VEG	TGVEG_chrVIIb:4,267,539..4,270,419(+)	translation initiation factor sui1 protein	5.589	32	OG6_102629
TGVEG_257070	TGVEG_257070-t26_1	Toxoplasma gondii VEG	TGVEG_chrVIIb:4,260,915..4,265,099(-)	putative major ampullate spidroin 2	5.589	24	OG6_490141
TGVEG_257080	TGVEG_257080-t26_1	Toxoplasma gondii VEG	TGVEG_chrVIIb:4,247,578..4,258,076(+)	3'5'-cyclic nucleotide phosphodiesterase domain-containing protein	5.589	44	OG6_105000
TGVEG_257090	TGVEG_257090-t26_1	Toxoplasma gondii VEG	TGVEG_chrVIIb:4,241,597..4,242,676(+)	NAC domain-containing protein	5.589	26	OG6_101091
TGVEG_257100	TGVEG_257100-t26_1	Toxoplasma gondii VEG	TGVEG_chrVIIb:4,238,036..4,239,730(+)	putative transcription factor btf3	5.589	24	OG6_490145
TGVEG_257110	TGVEG_257110-t26_1	Toxoplasma gondii VEG	TGVEG_chrVIIb:4,234,214..4,236,731(-)	peptidase M76 family protein	5.589	26	OG6_102968
TGVEG_257120	TGVEG_257120-t26_1	Toxoplasma gondii VEG	TGVEG_chrVIIb:4,223,511..4,230,331(-)	sugar transporter ST1	5.589	53	OG6_100060
TGVEG_257130	TGVEG_257130-t26_1	Toxoplasma gondii VEG	TGVEG_chrVIIb:4,217,340..4,220,996(+)	zinc finger (CCCH type) motif-containing protein	5.589	19	OG6_490164
TGVEG_257150	TGVEG_257150-t26_1	Toxoplasma gondii VEG	TGVEG_chrVIIb:4,208,327..4,212,165(+)	NOT2 / NOT3 / NOT5 family protein	5.589	28	OG6_101639
TGVEG_257160	TGVEG_257160-t26_1	Toxoplasma gondii VEG	TGVEG_chrVIIb:4,197,889..4,198,347(-)	hypothetical protein	5.589	19	OG6_492127
TGVEG_257170	TGVEG_257170-t26_1	Toxoplasma gondii VEG	TGVEG_chrVIIb:4,192,533..4,195,645(+)	hypothetical protein	5.589	19	OG6_491712
TGVEG_257180	TGVEG_257180-t26_1	Toxoplasma gondii VEG	TGVEG_chrVIIb:4,174,404..4,191,407(-)	RecF/RecN/SMC N terminal domain-containing protein	5.589	47	OG6_101667
TGVEG_257290	TGVEG_257290-t26_1	Toxoplasma gondii VEG	TGVEG_chrVIIb:4,166,549..4,172,024(-)	RNA 2'-phosphotransferase, Tpt1/KptA family protein	5.589	55	OG6_102028
TGVEG_257300	TGVEG_257300-t26_1	Toxoplasma gondii VEG	TGVEG_chrVIIb:4,155,157..4,163,847(+)	hypothetical protein	5.589	21	OG6_491400
TGVEG_257310	TGVEG_257310-t26_1	Toxoplasma gondii VEG	TGVEG_chrVIIb:4,150,894..4,152,595(+)	putative nuclear movement domain protein	5.589	37	OG6_156428
TGVEG_257330	TGVEG_257330-t26_1	Toxoplasma gondii VEG	TGVEG_chrVIIb:4,143,888..4,147,139(-)	hypothetical protein	5.589	17	OG6_489601
TGVEG_257340	TGVEG_257340-t26_1	Toxoplasma gondii VEG	TGVEG_chrVIIb:4,137,233..4,141,390(+)	Ras family protein	5.589	31	OG6_102241
TGVEG_257350	TGVEG_257350-t26_1	Toxoplasma gondii VEG	TGVEG_chrVIIb:4,126,628..4,132,555(+)	putative eukaryotic translation initiation factor	5.589	41	OG6_129208
TGVEG_257360	TGVEG_257360-t26_1	Toxoplasma gondii VEG	TGVEG_chrVIIb:4,114,422..4,121,936(+)	hypothetical protein	5.589	19	OG6_491377
