orthologs,GT1,ME49,VEG
OG6_490338,1,1,1
OG6_223178,1,1,1
OG6_491807,1,1,1
OG6_103804,1,1,1
OG6_491137,1,1,1
OG6_490711,1,1,1
OG6_101515,3,3,3
OG6_489635,1,1,1
OG6_223132,1,1,2
OG6_101088,1,1,2
OG6_489857,1,1,1
OG6_111217,1,1,1
OG6_223133,1,1,1
OG6_139429,1,1,1
OG6_105132,1,1,1
OG6_223034,1,1,1
OG6_103309,1,1,1
OG6_490618,1,1,1
OG6_105526,1,1,1
OG6_119527,1,1,1
OG6_179337,1,1,1
OG6_139485,1,1,1
OG6_132980,1,1,1
OG6_105519,1,1,1
OG6_104644,1,1,1
OG6_490833,1,1,1
OG6_100935,1,1,1
OG6_135644,2,2,2
OG6_102679,1,1,1
OG6_492008,1,1,1
OG6_104209,1,1,1
OG6_489638,1,1,1
OG6_490323,1,1,1
OG6_139427,1,1,1
OG6_490421,1,1,1
OG6_489351,1,1,1
OG6_491614,1,1,1
OG6_102769,1,1,1
OG6_491694,1,1,2
OG6_492263,1,1,1
OG6_143350,1,1,1
OG6_490294,1,1,1
OG6_104301,1,1,1
OG6_149548,1,1,1
OG6_102553,2,2,2
OG6_119936,1,1,1
OG6_101965,1,1,1
OG6_101890,1,1,1
OG6_103423,1,1,1
OG6_102277,1,1,1
OG6_106269,1,1,1
OG6_105932,1,1,1
OG6_490726,1,1,1
OG6_100949,2,2,2
OG6_102911,1,1,1
OG6_103994,1,1,1
OG6_101025,2,2,2
OG6_102473,1,1,1
OG6_491935,1,1,1
OG6_490531,0,1,1
OG6_491761,1,1,1
OG6_490114,1,1,1
OG6_105044,1,1,1
OG6_102142,1,1,1
OG6_491894,1,1,1
OG6_489491,1,1,1
OG6_489825,1,1,1
OG6_489670,1,1,1
OG6_179561,1,1,1
OG6_104627,1,1,1
OG6_490034,1,1,1
OG6_131670,1,1,1
OG6_102537,1,1,1
OG6_103053,1,1,1
OG6_133955,1,1,1
OG6_134719,1,1,1
OG6_101625,1,1,1
OG6_490939,1,1,1
OG6_100158,2,2,2
OG6_101193,1,1,1
OG6_101709,1,1,1
OG6_100862,1,1,1
OG6_104110,1,1,1
OG6_489475,1,1,1
OG6_100438,2,2,2
OG6_491897,1,1,1
OG6_491530,1,1,1
OG6_116899,1,1,1
OG6_491986,1,1,1
OG6_103549,1,1,1
OG6_102371,1,1,1
OG6_492000,1,1,1
OG6_491974,1,1,1
OG6_492071,1,1,1
OG6_103330,1,1,1
OG6_156407,1,1,1
OG6_111480,1,1,1
OG6_490330,1,1,1
OG6_193533,1,1,1
OG6_490698,1,1,1
OG6_492351,1,1,1
OG6_102355,1,1,1
OG6_100990,1,1,1
OG6_223595,1,1,1
OG6_489411,1,1,1
OG6_102053,1,1,1
OG6_129492,2,2,2
OG6_491747,1,1,1
OG6_490026,1,1,1
OG6_103775,1,1,1
OG6_492091,1,1,1
OG6_490951,1,1,1
OG6_492302,0,1,0
OG6_490457,1,1,1
OG6_106859,1,1,1
OG6_224201,1,1,1
OG6_138668,1,1,1
OG6_490406,1,1,1
OG6_490695,1,1,1
OG6_102496,1,1,1
OG6_489388,1,1,1
OG6_100101,3,3,3
OG6_101466,1,1,1
OG6_103353,1,1,1
OG6_124342,1,1,1
OG6_489318,1,1,1
OG6_104234,1,1,1
OG6_101074,1,1,1
OG6_490548,0,1,1
OG6_491461,1,1,1
OG6_105356,1,1,1
OG6_133087,1,1,1
OG6_101624,1,1,1
OG6_222921,1,1,1
OG6_222920,1,1,1
OG6_129984,1,1,1
OG6_134443,1,1,1
OG6_489874,1,1,1
OG6_104880,1,1,1
OG6_100950,1,1,1
OG6_102519,2,2,2
OG6_179344,1,1,1
OG6_101113,1,1,1
OG6_492349,1,1,1
OG6_491831,1,1,1
OG6_100709,1,1,1
OG6_489566,1,1,1
OG6_100993,1,1,1
OG6_490203,0,1,1
OG6_181878,1,1,1
OG6_490771,1,1,1
OG6_102357,1,1,1
OG6_100463,1,1,1
OG6_156434,1,1,1
OG6_103723,1,1,1
OG6_102742,1,1,1
OG6_491040,1,1,1
OG6_491855,2,1,1
OG6_139445,1,1,1
OG6_100521,1,1,1
OG6_114721,1,1,1
OG6_489930,1,1,1
OG6_223056,1,1,1
OG6_489391,1,1,1
OG6_102176,1,1,1
OG6_102530,1,1,1
OG6_102877,1,1,1
OG6_179554,2,1,1
OG6_100675,1,1,1
OG6_206451,1,1,1
OG6_149562,1,1,1
OG6_134714,1,1,1
OG6_172386,1,1,1
OG6_100108,3,2,2
OG6_223055,1,1,1
OG6_489295,1,1,1
OG6_489894,1,1,1
OG6_492211,1,1,1
OG6_489377,1,1,1
OG6_132434,1,1,1
OG6_490781,1,1,1
OG6_491184,1,1,1
OG6_101647,1,1,1
OG6_100000,1,1,1
OG6_105131,1,1,1
OG6_101810,1,1,1
OG6_100847,1,1,1
OG6_100610,1,1,1
OG6_491964,1,1,1
OG6_104369,1,1,1
OG6_491754,1,1,1
OG6_121488,1,1,2
OG6_101765,1,1,1
OG6_491275,1,1,1
OG6_490946,1,1,1
OG6_490780,1,1,1
OG6_490666,1,1,1
OG6_490350,1,1,1
OG6_489729,0,1,1
OG6_489588,1,1,1
OG6_491892,1,1,1
OG6_153845,1,1,1
OG6_489483,1,1,1
OG6_179543,1,1,1
OG6_490030,1,1,1
OG6_125520,1,1,1
OG6_123077,1,1,1
OG6_491215,1,1,1
OG6_491203,0,1,1
OG6_101042,1,1,1
OG6_490130,1,1,1
OG6_492023,0,1,1
OG6_137518,1,1,1
OG6_489322,1,1,1
OG6_489299,1,1,1
OG6_130910,1,1,1
OG6_169574,1,1,1
OG6_143521,1,1,1
OG6_156448,1,1,1
OG6_150992,1,1,1
OG6_492294,1,1,1
OG6_491796,1,1,1
OG6_490690,1,1,1
OG6_100932,1,1,1
OG6_103413,1,1,1
OG6_100495,1,1,1
OG6_128491,1,1,1
OG6_182186,3,3,3
OG6_215338,1,1,1
OG6_158488,1,1,1
OG6_100514,2,2,1
OG6_103827,1,1,1
OG6_490404,1,1,1
OG6_100270,2,2,2
OG6_100601,3,3,3
OG6_102772,1,1,2
OG6_491012,1,1,1
OG6_102330,1,1,1
OG6_102522,1,1,1
OG6_118095,1,1,1
OG6_489856,1,1,1
OG6_223082,1,1,1
OG6_105795,1,1,1
OG6_102456,1,1,1
OG6_490692,1,1,1
OG6_490992,1,1,1
OG6_102472,2,2,2
OG6_102220,1,1,1
OG6_101922,1,1,1
OG6_109312,1,1,1
OG6_140680,1,1,1
OG6_223083,1,1,1
OG6_104625,1,1,1
OG6_102076,1,1,1
OG6_201741,1,1,1
OG6_102943,1,1,1
OG6_126876,1,1,1
OG6_491993,1,1,1
OG6_102028,2,2,2
OG6_491239,1,1,1
OG6_491733,1,1,1
OG6_104991,1,1,1
OG6_491373,1,1,1
OG6_492010,1,1,1
OG6_102765,1,1,1
OG6_116756,1,1,1
OG6_100723,1,1,1
OG6_103238,1,1,1
OG6_101524,2,2,2
OG6_139453,1,1,1
OG6_102749,1,1,1
OG6_106897,1,1,1
OG6_491446,1,1,1
OG6_489661,1,1,1
OG6_489640,1,1,1
OG6_136802,1,1,1
OG6_100301,1,1,1
OG6_491226,1,1,1
OG6_129679,1,2,1
OG6_194393,1,1,1
OG6_489337,1,1,1
OG6_121492,1,1,1
OG6_491451,1,1,1
OG6_492273,1,1,1
OG6_492307,0,1,1
OG6_101219,1,1,1
OG6_102994,1,1,1
OG6_101346,1,1,1
OG6_491801,0,1,0
OG6_223089,1,1,1
OG6_223088,0,1,1
OG6_151233,1,1,1
OG6_101671,1,1,1
OG6_101763,1,1,1
OG6_100534,1,1,1
OG6_489402,1,1,1
OG6_150837,3,2,3
OG6_101166,1,1,1
OG6_492192,1,1,1
OG6_490485,1,1,1
OG6_489815,1,1,1
OG6_489562,1,1,1
OG6_179340,1,1,1
OG6_224202,2,2,2
OG6_102543,1,1,1
OG6_102802,1,1,1
OG6_491209,1,1,1
OG6_492162,1,1,1
OG6_102283,1,1,1
OG6_491165,1,1,1
OG6_101808,1,1,1
OG6_218854,1,1,1
OG6_489943,1,1,1
OG6_489498,1,1,1
OG6_103505,1,1,1
OG6_102295,1,1,1
OG6_492253,0,1,1
OG6_181695,1,1,1
OG6_102738,1,1,1
OG6_190816,1,1,1
OG6_101526,1,1,1
OG6_109430,1,1,1
OG6_489383,1,1,1
OG6_491832,1,1,1
OG6_490257,1,1,1
OG6_101453,1,1,1
OG6_491489,1,1,1
OG6_102358,1,1,1
OG6_491780,1,1,1
OG6_489420,1,1,1
OG6_490606,1,1,1
OG6_492057,1,1,1
OG6_100085,4,4,4
OG6_490398,1,1,1
OG6_105412,2,2,2
OG6_102109,2,1,2
OG6_491982,1,1,1
OG6_491764,1,1,1
OG6_102007,1,1,1
OG6_489749,1,1,1
OG6_106724,2,2,2
OG6_102056,1,1,1
OG6_489823,1,1,2
OG6_156366,1,1,1
OG6_100143,3,2,2
OG6_224203,1,2,1
OG6_491207,1,1,1
OG6_490416,1,1,1
OG6_491351,1,1,1
OG6_102286,1,1,1
OG6_102910,1,1,1
OG6_101213,1,1,1
OG6_491554,1,1,1
OG6_106423,1,1,1
OG6_491455,1,1,1
OG6_489839,1,1,1
OG6_100252,1,1,1
OG6_492295,1,1,1
OG6_491984,1,1,1
OG6_102215,1,1,1
OG6_102611,2,2,2
OG6_489699,1,1,1
OG6_489996,1,1,1
OG6_490557,0,1,0
OG6_489652,3,1,1
OG6_490565,1,1,1
OG6_100262,1,1,1
OG6_142785,1,1,1
OG6_124535,1,1,1
OG6_490227,1,1,1
OG6_489579,1,1,1
OG6_490027,1,1,1
OG6_121489,1,1,1
OG6_100681,1,1,1
OG6_208805,1,1,1
OG6_491519,1,1,1
OG6_199346,1,1,1
OG6_101409,1,1,1
OG6_492337,0,1,0
OG6_490462,1,1,1
OG6_489574,1,1,1
OG6_490931,1,1,1
OG6_103580,1,1,1
OG6_492303,1,1,1
OG6_100686,1,1,1
OG6_100322,2,2,2
OG6_491060,1,1,1
OG6_492240,1,1,1
OG6_104709,1,1,1
OG6_100669,1,1,1
OG6_130924,1,1,1
OG6_104190,1,1,1
OG6_101356,2,2,2
OG6_491480,1,1,1
OG6_121105,1,1,1
OG6_101591,1,1,1
OG6_223006,1,1,1
OG6_102732,1,1,1
OG6_490796,1,1,0
OG6_104074,1,1,1
OG6_102672,1,1,1
OG6_491337,0,1,1
OG6_167206,1,1,1
OG6_492017,1,1,1
OG6_105638,1,1,1
OG6_490869,1,1,1
OG6_224204,2,2,2
OG6_101432,1,1,1
OG6_492279,1,1,1
OG6_491179,1,1,1
OG6_101919,2,2,2
OG6_489680,1,1,1
OG6_101404,1,1,1
OG6_120245,2,2,2
OG6_492237,1,1,1
OG6_101246,1,1,1
OG6_222922,1,1,1
OG6_101059,1,1,1
OG6_223101,1,1,2
OG6_105140,0,1,0
OG6_489536,1,1,1
OG6_110239,4,3,5
OG6_491140,1,1,1
OG6_103311,1,1,1
OG6_179332,1,1,1
OG6_134693,1,1,1
OG6_223102,1,1,1
OG6_134699,1,1,1
OG6_115780,1,1,1
OG6_111998,1,1,1
OG6_489727,0,1,0
OG6_489518,1,1,1
OG6_103192,1,1,1
OG6_491032,1,1,1
OG6_100187,5,5,5
OG6_491319,1,1,1
OG6_103153,1,1,1
OG6_491922,1,1,1
OG6_105540,1,1,1
OG6_101265,1,1,1
OG6_102575,1,1,1
OG6_171480,1,1,1
OG6_490972,1,1,1
OG6_491684,1,1,1
OG6_491717,1,1,1
OG6_133417,1,1,1
OG6_101093,1,1,1
OG6_224205,3,2,2
OG6_101497,1,1,1
OG6_107199,1,1,1
OG6_103006,1,1,1
OG6_146127,1,1,1
OG6_110270,2,2,2
OG6_222906,1,1,1
OG6_108999,1,1,1
OG6_222905,1,1,1
OG6_489920,1,1,0
OG6_160743,1,1,1
OG6_143159,1,1,1
OG6_137978,2,2,2
OG6_492085,1,1,1
OG6_489473,1,1,1
OG6_102458,1,1,1
OG6_101936,1,1,1
OG6_100263,2,2,2
OG6_127594,1,1,1
OG6_490553,1,1,1
OG6_116777,1,1,1
OG6_109644,1,1,1
OG6_101121,1,1,1
OG6_100963,1,1,1
OG6_158473,1,1,2
OG6_100695,2,2,2
OG6_103344,1,1,1
OG6_222904,1,1,1
OG6_102809,1,1,1
OG6_100527,2,2,2
OG6_490956,1,1,1
OG6_100382,1,1,1
OG6_101316,1,1,1
OG6_102211,1,1,1
OG6_490080,1,1,1
OG6_104467,1,1,1
OG6_491003,1,1,1
OG6_492202,1,1,1
OG6_222903,1,1,1
OG6_491839,1,1,1
OG6_101943,1,1,1
OG6_100777,1,1,2
OG6_102225,1,1,1
OG6_491970,0,1,1
OG6_101386,1,1,1
OG6_489900,1,1,1
OG6_112277,1,1,1
OG6_171445,1,1,1
OG6_491651,1,1,1
OG6_224206,2,2,2
OG6_104678,2,2,2
OG6_139475,1,1,1
OG6_102228,1,1,1
OG6_102542,1,1,1
OG6_160739,1,1,1
OG6_489460,1,1,1
OG6_107817,2,2,2
OG6_101116,1,1,1
OG6_137123,1,1,1
OG6_135496,1,1,1
OG6_489301,1,1,1
OG6_491638,0,1,0
OG6_132945,1,1,1
OG6_100364,1,1,1
OG6_489786,1,1,1
OG6_119490,2,1,1
OG6_102933,1,1,1
OG6_119150,1,1,1
OG6_156396,1,1,1
OG6_160750,1,1,1
OG6_489444,1,1,1
OG6_103017,1,1,1
OG6_491220,1,1,1
OG6_489511,1,1,1
OG6_491410,1,1,1
OG6_490129,1,1,1
OG6_491691,1,1,1
OG6_224207,2,2,2
OG6_101418,1,1,1
OG6_139491,1,1,1
OG6_489542,1,1,1
OG6_145545,1,1,1
OG6_179334,1,1,1
OG6_107944,1,1,1
OG6_127987,1,1,1
OG6_139402,3,3,3
OG6_489956,2,1,2
OG6_111807,1,1,1
OG6_139431,1,1,1
OG6_489496,1,1,1
OG6_103246,1,1,1
OG6_490423,1,1,1
OG6_491562,1,1,1
OG6_489880,1,1,1
OG6_491281,1,1,1
OG6_491541,1,1,1
OG6_130931,1,1,1
OG6_101335,1,1,1
OG6_163549,1,3,2
OG6_159838,0,1,0
OG6_102840,1,1,1
OG6_102328,1,1,1
OG6_491578,1,1,1
OG6_223159,1,1,1
OG6_489978,1,1,1
OG6_490911,1,1,1
OG6_153709,1,1,1
OG6_101167,1,1,1
OG6_100006,1,1,1
OG6_102101,1,1,1
OG6_489932,1,1,1
OG6_103365,1,1,1
OG6_187451,1,1,1
OG6_102871,1,1,1
OG6_491238,1,1,1
OG6_104315,1,1,1
OG6_489526,1,1,1
OG6_490126,1,1,1
OG6_120979,1,1,1
OG6_490496,1,1,1
OG6_160757,1,1,1
OG6_101103,1,1,1
OG6_103155,1,1,2
OG6_223110,1,1,1
OG6_122485,2,2,2
OG6_490635,1,1,1
OG6_113989,1,1,1
OG6_181892,1,1,1
OG6_491598,1,1,1
OG6_490610,1,1,1
OG6_100973,1,1,1
OG6_100931,1,1,1
OG6_490943,2,1,3
OG6_492317,0,1,1
OG6_489864,1,1,1
OG6_490667,1,1,1
OG6_174450,1,1,1
OG6_101669,2,2,2
OG6_491561,1,1,1
OG6_489636,1,1,1
OG6_490319,1,1,2
OG6_130934,1,1,1
OG6_489913,1,1,1
OG6_127832,1,1,1
OG6_134701,1,1,1
OG6_100365,1,1,1
OG6_491983,1,1,1
OG6_489341,0,1,1
OG6_107499,3,1,3
OG6_102097,1,1,1
OG6_205554,1,1,1
OG6_101660,1,1,1
OG6_490311,1,1,1
OG6_490266,1,1,1
OG6_104054,1,1,1
OG6_102210,1,1,1
OG6_201404,1,1,1
OG6_490728,1,1,1
OG6_141328,1,1,1
OG6_181875,2,2,2
OG6_491079,1,1,1
OG6_490344,1,1,1
OG6_102079,1,1,1
OG6_101363,1,1,1
OG6_100160,2,2,2
OG6_150270,4,4,4
OG6_102255,1,1,1
OG6_102261,1,1,1
OG6_101322,1,1,1
OG6_491552,1,1,1
OG6_492246,1,1,1
OG6_489849,1,1,1
OG6_491677,1,1,1
OG6_137809,1,1,1
OG6_490879,1,1,1
OG6_489933,1,1,1
OG6_128849,14,9,12
OG6_489515,0,1,1
OG6_490052,1,1,1
OG6_490061,1,1,1
OG6_491667,1,1,1
OG6_490681,1,1,1
OG6_102817,1,1,1
OG6_489613,1,1,1
OG6_490537,1,1,1
OG6_489408,1,1,1
OG6_101732,1,1,2
OG6_100468,1,1,1
OG6_491246,1,1,1
OG6_491574,1,1,1
OG6_491960,1,1,1
OG6_145632,1,1,1
OG6_491028,1,1,1
OG6_100059,3,3,3
OG6_491059,1,1,1
OG6_101830,1,1,1
OG6_198104,1,1,1
OG6_491577,0,1,1
OG6_179360,1,1,1
OG6_101127,1,1,1
OG6_104522,1,2,2
OG6_114190,1,1,1
OG6_102301,1,1,1
OG6_100120,1,1,1
OG6_491657,1,1,1
OG6_201632,1,1,1
OG6_101105,1,1,1
OG6_101206,2,2,2
OG6_100852,1,1,1
OG6_491307,1,1,1
OG6_489735,1,1,1
OG6_491799,1,1,1
OG6_490940,1,1,1
OG6_102042,1,1,1
OG6_127986,1,1,1
OG6_159638,1,1,1
OG6_127581,1,1,1
OG6_105181,1,1,1
OG6_132981,1,1,1
OG6_101723,2,2,2
OG6_101968,1,1,1
OG6_137071,1,1,1
OG6_491608,1,1,1
OG6_100588,1,1,1
OG6_100927,1,1,1
OG6_109877,1,1,1
OG6_492285,1,1,1
OG6_490374,1,1,1
OG6_102263,1,1,1
OG6_489369,1,1,1
OG6_100962,1,1,1
OG6_491575,1,1,1
OG6_490641,1,1,1
OG6_490856,1,1,1
OG6_490039,1,1,1
OG6_222971,1,1,1
OG6_103722,1,1,1
OG6_491349,1,1,1
OG6_101634,1,1,1
OG6_491843,1,1,1
OG6_491582,1,1,1
OG6_105076,1,1,1
OG6_176938,1,1,1
OG6_101015,1,1,1
OG6_490280,1,1,1
OG6_492165,1,1,1
OG6_102136,1,1,1
OG6_491634,1,1,1
OG6_489358,1,1,1
OG6_491438,1,1,1
OG6_100629,1,1,1
OG6_489770,1,1,1
OG6_106499,1,1,1
OG6_101734,1,1,1
OG6_489399,1,1,1
OG6_490828,1,1,1
OG6_489725,1,1,1
OG6_102971,1,1,1
OG6_491862,1,1,1
OG6_492036,1,1,1
OG6_152462,1,1,1
OG6_489817,1,1,1
OG6_492060,1,1,1
OG6_491838,1,1,1
OG6_100354,1,1,1
OG6_489756,1,1,1
OG6_137992,1,1,1
OG6_490834,1,1,1
OG6_152553,1,1,1
OG6_490827,1,1,1
OG6_100645,1,1,1
OG6_160732,1,1,1
OG6_106411,1,1,1
OG6_129729,1,1,1
OG6_490733,1,1,1
OG6_137183,1,1,1
OG6_490964,1,1,1
OG6_144993,1,1,1
OG6_128850,16,9,17
OG6_489623,1,1,1
OG6_156381,1,1,1
OG6_207389,1,1,1
OG6_489535,1,1,1
OG6_490847,1,1,1
OG6_223044,1,1,1
OG6_489345,1,1,1
OG6_107193,1,1,1
OG6_492123,1,1,1
OG6_491933,1,1,1
OG6_146158,1,1,1
OG6_490516,1,1,1
OG6_127048,1,1,1
OG6_490809,1,1,1
OG6_101813,1,1,1
OG6_110041,1,1,1
OG6_146064,1,1,1
OG6_102872,1,1,1
OG6_103593,1,1,1
OG6_102711,1,1,1
OG6_223113,1,1,1
OG6_101269,2,2,2
OG6_489538,1,1,1
OG6_101049,1,1,1
OG6_130266,1,1,1
OG6_120267,1,1,1
OG6_490073,1,1,1
OG6_137920,1,1,1
OG6_100396,1,1,1
OG6_101600,1,1,1
OG6_107113,1,1,1
OG6_146132,1,1,1
OG6_100388,1,1,1
OG6_102628,1,1,1
OG6_160836,1,1,1
OG6_100816,1,1,1
OG6_489958,1,1,1
OG6_103477,1,1,1
OG6_149553,1,1,1
OG6_489548,1,1,1
OG6_124596,1,1,1
OG6_171287,1,1,1
OG6_489675,1,1,1
OG6_101420,1,1,1
OG6_126467,1,1,1
OG6_103104,1,1,1
OG6_100535,2,2,2
OG6_100684,1,1,1
OG6_489847,1,1,1
OG6_491664,1,1,1
OG6_130915,2,1,1
OG6_489422,1,1,1
OG6_103833,1,1,1
OG6_489772,0,1,1
OG6_490381,1,1,1
OG6_103544,1,1,1
OG6_134710,1,1,1
OG6_139461,1,1,1
OG6_491061,1,1,1
OG6_179359,1,1,1
OG6_112285,1,1,1
OG6_489307,1,1,1
OG6_491342,1,1,1
OG6_102486,2,2,2
OG6_489686,1,1,1
OG6_100486,1,1,1
OG6_189839,1,1,1
OG6_491098,1,1,1
OG6_222940,1,1,1
OG6_141663,10,6,8
OG6_121863,1,1,1
OG6_102804,1,1,1
OG6_222939,1,1,1
OG6_205790,1,1,1
OG6_100580,1,1,1
OG6_101161,1,1,1
OG6_491318,1,1,1
OG6_489582,1,1,1
OG6_101067,1,1,1
OG6_101730,1,1,1
OG6_103455,1,1,1
OG6_190173,1,1,1
OG6_489790,1,1,1
OG6_100449,2,2,2
OG6_107427,1,1,1
OG6_121479,1,1,1
OG6_117742,9,14,8
OG6_162171,4,4,2
OG6_135498,1,1,1
OG6_102240,1,1,1
OG6_100979,1,1,1
OG6_490963,1,1,1
OG6_100920,1,1,1
OG6_490382,1,1,1
OG6_102882,2,2,2
OG6_490181,1,1,1
OG6_100254,1,1,1
OG6_105848,1,1,1
OG6_102123,1,1,1
OG6_489537,1,1,1
OG6_102662,1,1,1
OG6_492031,1,1,1
OG6_101268,1,1,1
OG6_491259,1,1,1
OG6_215932,1,1,1
OG6_103086,1,1,1
OG6_100908,1,1,2
OG6_489788,1,1,1
OG6_111570,1,1,1
OG6_101945,1,1,1
OG6_491867,1,1,1
OG6_101340,1,1,1
OG6_489469,1,1,1
OG6_491223,1,1,1
OG6_107443,1,1,1
OG6_100603,1,1,2
OG6_180908,1,3,1
OG6_105559,1,1,1
OG6_492176,1,1,1
OG6_490453,1,1,1
OG6_492288,2,1,2
OG6_102245,1,1,1
OG6_489660,1,1,1
OG6_490680,1,1,1
OG6_100417,2,2,2
OG6_139449,1,1,1
OG6_490970,1,1,1
OG6_179331,1,1,1
OG6_144317,1,1,1
OG6_124133,1,1,1
OG6_100772,1,1,1
OG6_133163,1,1,1
OG6_108688,41,34,37
OG6_490529,1,1,1
OG6_489367,1,1,1
OG6_224208,1,1,1
OG6_489979,1,1,1
OG6_102834,1,1,1
OG6_122942,2,1,2
OG6_100981,2,1,2
OG6_491958,1,1,1
OG6_490120,1,1,1
OG6_492359,1,1,1
OG6_491293,1,1,1
OG6_490113,1,1,1
OG6_127997,1,1,1
OG6_101559,1,1,1
OG6_490925,1,1,1
OG6_489602,1,1,1
OG6_490961,1,1,1
OG6_490474,1,1,1
OG6_490340,1,1,1
OG6_490930,1,1,1
OG6_491513,1,1,1
OG6_125373,1,1,1
OG6_491124,1,1,1
OG6_110771,1,1,1
OG6_101489,2,2,2
OG6_211063,1,1,1
OG6_491076,1,1,1
OG6_491506,1,1,1
OG6_222961,1,1,1
OG6_101424,1,1,1
OG6_119552,2,2,2
OG6_102788,1,1,1
OG6_490293,1,1,1
OG6_122551,1,1,1
OG6_102752,1,1,1
OG6_490241,1,1,1
OG6_100875,1,1,1
OG6_126800,1,1,1
OG6_100814,1,1,1
OG6_100377,1,1,1
OG6_104860,1,1,1
OG6_129014,1,1,1
OG6_491474,1,1,1
OG6_492267,1,1,1
OG6_103435,1,1,1
OG6_490116,1,1,1
OG6_193339,1,1,1
OG6_491200,1,1,1
OG6_106952,1,1,1
OG6_489645,1,1,1
OG6_491271,0,1,0
OG6_101721,1,1,1
OG6_103414,1,1,1
OG6_130832,1,1,1
OG6_106030,1,1,1
OG6_104095,1,1,1
OG6_132225,1,1,1
OG6_491081,1,1,1
OG6_490554,1,1,1
OG6_100152,2,2,2
OG6_490702,1,1,1
OG6_102165,1,1,1
OG6_489317,1,1,1
OG6_490268,1,1,1
OG6_101926,1,1,1
OG6_102794,1,1,1
OG6_490630,1,1,1
OG6_491715,1,1,1
OG6_194569,1,1,1
OG6_102138,1,1,1
OG6_104299,1,1,1
OG6_492309,1,1,1
OG6_102661,1,1,1
OG6_490721,1,1,1
OG6_102134,1,1,1
OG6_491162,1,1,1
OG6_490813,1,1,1
OG6_201673,1,1,1
OG6_489870,1,1,1
OG6_102494,1,1,1
OG6_489632,0,1,0
OG6_100833,2,2,3
OG6_492340,1,1,1
OG6_492094,1,1,1
OG6_489912,1,1,1
OG6_108009,1,1,1
OG6_489952,1,1,1
OG6_491037,0,1,1
OG6_489886,1,1,1
OG6_152002,2,2,2
OG6_491976,1,1,1
OG6_100311,1,1,1
OG6_222935,1,1,1
OG6_123285,1,1,1
OG6_222936,1,1,1
OG6_101563,1,1,1
OG6_196153,1,1,1
OG6_490566,1,1,1
OG6_166040,1,1,1
OG6_490591,1,1,1
OG6_104838,1,1,1
OG6_489917,1,1,1
OG6_102018,1,1,1
OG6_101189,0,1,0
OG6_182187,4,3,3
OG6_139470,1,1,1
OG6_176188,1,1,1
OG6_103371,1,1,1
OG6_102945,1,1,1
OG6_102500,1,1,1
OG6_103966,1,1,1
OG6_491591,1,1,1
OG6_100596,1,1,1
OG6_103080,1,1,1
OG6_489581,1,1,2
OG6_489949,1,1,1
OG6_108015,1,1,1
OG6_100422,4,3,4
OG6_490308,1,1,1
OG6_108606,2,2,2
OG6_491047,1,1,1
OG6_154429,1,1,1
OG6_101483,1,1,1
OG6_492305,1,1,1
OG6_125584,1,1,1
OG6_489754,1,1,1
OG6_100204,2,2,2
OG6_491041,1,1,1
OG6_100942,2,2,2
OG6_102233,1,1,1
OG6_490192,1,1,1
OG6_124647,0,1,1
OG6_104454,2,2,2
OG6_145871,1,1,1
OG6_490118,1,1,1
OG6_492061,1,1,1
OG6_101859,1,1,1
OG6_491056,1,1,1
OG6_491538,1,1,1
OG6_103859,1,1,1
OG6_491743,1,1,1
OG6_100357,1,1,1
OG6_491729,1,1,1
OG6_491109,1,1,1
OG6_491497,1,1,1
OG6_491031,1,1,0
OG6_490919,1,1,1
OG6_491896,1,1,1
OG6_112953,1,1,1
OG6_104351,1,1,1
OG6_103621,2,1,1
OG6_137454,1,1,1
OG6_222947,1,1,1
OG6_124589,1,1,1
OG6_489463,1,1,1
OG6_491702,3,1,1
OG6_491556,1,1,1
OG6_490705,1,1,1
OG6_491217,1,1,1
OG6_492247,1,1,1
OG6_139501,1,1,1
OG6_100802,1,1,1
OG6_102928,1,1,1
OG6_179544,1,1,1
OG6_490889,1,1,1
OG6_117974,1,1,1
OG6_156399,1,1,1
OG6_164791,1,1,1
OG6_124652,2,2,2
OG6_105961,1,1,1
OG6_203101,1,1,1
OG6_491189,0,1,1
OG6_489571,1,1,1
OG6_492355,1,1,1
OG6_102887,1,1,1
OG6_489755,1,1,1
OG6_124366,2,1,1
OG6_489981,1,1,1
OG6_133757,1,1,1
OG6_101107,1,1,1
OG6_131932,1,1,1
OG6_181882,1,1,1
OG6_105203,1,1,1
OG6_102091,2,2,2
OG6_100754,1,1,1
OG6_100663,1,1,1
OG6_139075,1,1,1
OG6_490646,1,1,1
OG6_489522,1,1,1
OG6_103568,2,1,1
OG6_491502,2,1,1
OG6_490815,1,1,1
OG6_489882,1,1,1
OG6_492065,1,1,1
OG6_104265,2,2,2
OG6_491430,1,1,1
OG6_104384,1,1,1
OG6_176169,1,1,1
OG6_103377,1,1,1
OG6_139496,1,1,1
OG6_101824,1,1,1
OG6_104216,1,1,1
OG6_132975,1,1,1
OG6_102481,1,1,1
OG6_223032,1,1,1
OG6_104009,1,1,1
OG6_106336,1,1,1
OG6_490221,0,1,1
OG6_489780,1,1,1
OG6_145330,1,1,1
OG6_490379,0,1,1
OG6_188284,1,2,1
OG6_491326,1,1,1
OG6_489605,1,1,1
OG6_120882,1,1,1
OG6_490903,1,1,1
